,temperature,icon,humidity,visibility,summary,apparentTemperature,pressure,windSpeed,cloudCover,Timestamp,windBearing,precipIntensity,dewPoint,precipProbability,Close
2486,52.44,clear-day,0.3,10.0,Clear,52.44,1026.86,6.98,0.06,1460574000,358,0.0,22.02,0.0,0.6990000000000001
2487,53.16,clear-day,0.29,10.0,Clear,53.16,1026.11,3.72,0.02,1460577600,359,0.0,21.77,0.0,3.003066666
2488,53.44,clear-day,0.28,10.0,Clear,53.44,1025.8,3.64,0.02,1460581200,348,0.0,20.88,0.0,0.294666667
2489,53.39,clear-day,0.27,10.0,Clear,53.39,1026.24,3.66,0.02,1460584800,356,0.0,20.49,0.0,0.425
2490,50.98,clear-day,0.3,10.0,Clear,50.98,1026.7,2.87,0.02,1460588400,22,0.0,20.9,0.0,10.770983334
2491,45.85,clear-night,0.44,10.0,Clear,45.85,1027.18,0.65,0.02,1460592000,125,0.0,25.19,0.0,0.573383333
2492,42.16,clear-night,0.56,10.0,Clear,42.16,1027.42,2.5,0.01,1460595600,94,0.0,27.59,0.0,0.93205
2493,39.32,clear-night,0.59,10.0,Clear,37.41,1027.39,3.17,0.02,1460599200,22,0.0,26.33,0.0,8.995283333
2494,38.15,clear-night,0.63,10.0,Clear,35.11,1027.43,4.08,0.04,1460602800,29,0.0,26.75,0.0,3.049633333
2495,37.3,clear-night,0.63,10.0,Clear,34.43,1027.51,3.77,0.05,1460606400,24,0.0,26.02,0.0,0.532833333
2496,37.03,clear-night,0.66,10.0,Clear,37.03,1027.51,2.98,0.09,1460610000,24,0.0,26.87,0.0,0.8868999999999999
2497,36.45,clear-night,0.68,10.0,Clear,36.45,1027.21,2.86,0.12,1460613600,28,0.0,27.04,0.0,3.50075
2498,35.13,clear-night,0.71,10.0,Clear,32.55,1027.14,3.25,0.11,1460617200,11,0.0,26.79,0.0,0.30624999900000005
2499,34.17,clear-night,0.71,10.0,Clear,29.11,1027.57,5.62,0.07,1460620800,359,0.0,25.65,0.0,3.2854333330000003
2500,33.46,clear-night,0.69,10.0,Clear,28.49,1028.08,5.36,0.04,1460624400,4,0.0,24.32,0.0,9.744466667000001
2501,31.84,clear-night,0.72,10.0,Clear,26.11,1028.6,5.91,0.04,1460628000,8,0.0,23.78,0.0,2.065616667
2502,32.7,clear-day,0.72,9.95,Clear,28.17,1029.41,4.7,0.02,1460631600,9,0.0,24.6,0.0,1.7684666669999998
2503,38.87,clear-day,0.54,10.0,Clear,33.43,1029.92,7.61,0.02,1460635200,11,0.0,23.49,0.0,3.51685
2504,43.08,clear-day,0.42,10.0,Clear,38.68,1030.04,7.3,0.05,1460638800,22,0.0,21.75,0.0,5.9237
2505,46.0,clear-day,0.36,10.0,Clear,42.0,1029.84,7.77,0.02,1460642400,29,0.0,20.74,0.0,4.4571
2506,48.44,clear-day,0.34,10.0,Clear,45.04,1029.64,7.58,0.02,1460646000,34,0.0,21.04,0.0,3.81735
2507,50.76,clear-day,0.3,10.0,Clear,50.76,1029.15,8.93,0.03,1460649600,16,0.0,20.78,0.0,0.7774
2508,52.58,clear-day,0.28,10.0,Clear,52.58,1028.46,8.47,0.02,1460653200,351,0.0,20.16,0.0,1.320816667
2509,54.49,clear-day,0.25,10.0,Clear,54.49,1027.94,6.09,0.0,1460656800,349,0.0,19.43,0.0,0.769783333
2510,55.54,clear-day,0.23,10.0,Clear,55.54,1027.08,6.21,0.0,1460660400,347,0.0,18.72,0.0,0.688516667
2511,56.67,clear-day,0.22,10.0,Clear,56.67,1026.36,8.39,0.0,1460664000,355,0.0,18.56,0.0,0.9976
2512,56.78,clear-day,0.21,10.0,Clear,56.78,1026.09,7.74,0.0,1460667600,3,0.0,17.2,0.0,4.847
2513,55.93,clear-day,0.21,10.0,Clear,55.93,1026.14,5.96,0.0,1460671200,30,0.0,16.71,0.0,4.52425
2514,53.3,clear-day,0.24,10.0,Clear,53.3,1026.4,5.07,0.02,1460674800,32,0.0,17.83,0.0,3.435233333
2515,47.91,clear-night,0.32,10.0,Clear,47.91,1027.15,2.73,0.02,1460678400,20,0.0,19.51,0.0,3.0122666660000004
2516,42.85,clear-night,0.45,10.0,Clear,42.85,1028.09,1.91,0.0,1460682000,110,0.0,22.92,0.0,5.116400001000001
2517,40.75,clear-night,0.52,10.0,Clear,39.21,1028.8,3.0,0.0,1460685600,163,0.0,24.66,0.0,0.932483334
2518,37.81,clear-night,0.62,10.0,Clear,37.81,1029.22,1.5,0.0,1460689200,160,0.0,26.15,0.0,0.5308999999999999
2519,35.73,clear-night,0.68,10.0,Clear,35.73,1029.53,1.24,0.0,1460692800,297,0.0,26.13,0.0,2.7204666669999997
2520,33.18,clear-night,0.74,10.0,Clear,33.18,1029.9,2.82,0.0,1460696400,353,0.0,25.73,0.0,1.824083334
2521,31.61,clear-night,0.77,10.0,Clear,31.61,1029.9,0.98,0.0,1460700000,316,0.0,25.19,0.0,0.314833334
2522,30.98,clear-night,0.78,10.0,Clear,30.98,1029.91,2.04,0.0,1460703600,334,0.0,25.05,0.0,0.182916666
2523,29.95,clear-night,0.81,10.0,Clear,29.95,1030.18,2.69,0.0,1460707200,2,0.0,24.71,0.0,4.419933333
2524,28.58,clear-night,0.81,10.0,Clear,24.01,1030.59,4.1,0.0,1460710800,13,0.0,23.52,0.0,4.227333333000002
2525,28.73,clear-night,0.81,8.71,Clear,23.64,1030.86,4.59,0.0,1460714400,16,0.0,23.56,0.0,5.863233332999999
2526,30.09,clear-day,0.77,9.89,Clear,24.06,1031.52,5.87,0.0,1460718000,13,0.0,23.74,0.0,3.548016667
2527,37.26,clear-day,0.6,10.0,Clear,32.07,1031.88,6.63,0.0,1460721600,16,0.0,24.49,0.0,7.8975166670000005
2528,43.86,clear-day,0.37,10.0,Clear,38.32,1031.96,10.25,0.02,1460725200,31,0.0,19.32,0.0,0.8745333340000001
2529,48.17,clear-day,0.25,10.0,Clear,43.84,1031.88,9.78,0.02,1460728800,36,0.0,14.13,0.0,5.397316666999999
2530,50.96,clear-day,0.23,10.0,Clear,50.96,1031.86,7.45,0.0,1460732400,34,0.0,14.73,0.0,3.8827
2531,53.61,clear-day,0.22,10.0,Clear,53.61,1031.6,8.22,0.02,1460736000,28,0.0,15.33,0.0,0.912416667
2532,55.9,clear-day,0.21,10.0,Clear,55.9,1030.96,7.44,0.02,1460739600,19,0.0,16.18,0.0,2.757133333
2533,57.96,clear-day,0.19,10.0,Clear,57.96,1030.37,8.18,0.02,1460743200,19,0.0,16.46,0.0,3.7924333339999996
2534,59.41,clear-day,0.18,10.0,Clear,59.41,1029.58,5.56,0.02,1460746800,359,0.0,16.51,0.0,3.814416666
2535,60.65,clear-day,0.18,10.0,Clear,60.65,1028.77,6.61,0.0,1460750400,13,0.0,16.64,0.0,0.716833333
2536,61.35,clear-day,0.17,10.0,Clear,61.35,1028.45,9.45,0.02,1460754000,11,0.0,16.73,0.0,3.419750001
2537,60.98,clear-day,0.17,10.0,Clear,60.98,1028.4,7.76,0.03,1460757600,27,0.0,16.21,0.0,3.489116667
2538,58.67,clear-day,0.19,10.0,Clear,58.67,1028.41,6.11,0.03,1460761200,42,0.0,16.72,0.0,0.964183334
2539,52.87,clear-night,0.26,10.0,Clear,52.87,1028.79,2.86,0.02,1460764800,47,0.0,18.95,0.0,0.607633333
2540,47.26,clear-night,0.42,10.0,Clear,47.26,1029.76,1.66,0.01,1460768400,87,0.0,25.08,0.0,11.514416667
2541,43.22,clear-night,0.51,10.0,Clear,43.22,1030.27,1.91,0.0,1460772000,116,0.0,26.14,0.0,9.399166667000001
2542,40.67,clear-night,0.56,10.0,Clear,40.67,1030.64,1.97,0.0,1460775600,71,0.0,26.18,0.0,2.7894
2543,39.28,clear-night,0.58,10.0,Clear,39.28,1031.0,1.29,0.0,1460779200,77,0.0,25.65,0.0,2.176366667
2544,37.28,clear-night,0.62,10.0,Clear,37.28,1031.38,1.93,0.0,1460782800,336,0.0,25.41,0.0,7.207183334000001
2545,34.68,clear-night,0.71,10.0,Clear,32.06,1031.35,3.22,0.0,1460786400,14,0.0,26.18,0.0,2.794550001
2546,33.73,clear-night,0.7,10.0,Clear,31.18,1031.19,3.07,0.0,1460790000,352,0.0,24.85,0.0,0.8482166659999999
2547,32.36,clear-night,0.72,10.0,Clear,27.75,1031.27,4.73,0.0,1460793600,5,0.0,24.49,0.0,6.9051666670000005
2548,31.71,clear-night,0.7,10.0,Clear,27.25,1031.45,4.47,0.0,1460797200,4,0.0,23.14,0.0,1.252566667
2549,31.38,clear-night,0.7,9.95,Clear,26.48,1031.87,4.85,0.02,1460800800,12,0.0,22.66,0.0,5.603416665999999
2550,33.5,clear-day,0.66,10.0,Clear,27.45,1032.5,6.79,0.02,1460804400,8,0.0,23.35,0.0,12.7158
2551,42.06,clear-day,0.45,10.0,Clear,36.75,1032.95,8.74,0.02,1460808000,17,0.0,22.52,0.0,8.05635
2552,47.11,clear-day,0.28,10.0,Clear,41.42,1032.98,13.23,0.02,1460811600,31,0.0,16.07,0.0,1.0754666670000002
2553,50.32,clear-day,0.23,10.0,Clear,50.32,1032.82,11.91,0.0,1460815200,34,0.0,14.32,0.0,2.597483333
2554,52.98,clear-day,0.21,10.0,Clear,52.98,1032.43,13.25,0.0,1460818800,42,0.0,13.78,0.0,6.2124000000000015
2555,55.5,clear-day,0.2,10.0,Clear,55.5,1031.94,11.54,0.0,1460822400,40,0.0,14.72,0.0,3.81995
2556,57.66,clear-day,0.17,10.0,Clear,57.66,1031.47,11.16,0.03,1460826000,47,0.0,13.74,0.0,1.8986
2557,60.03,clear-day,0.15,10.0,Clear,60.03,1031.09,14.22,0.02,1460829600,42,0.0,12.61,0.0,2.5313666670000003
2558,61.4,clear-day,0.15,10.0,Clear,61.4,1030.58,11.26,0.02,1460833200,47,0.0,12.94,0.0,0.898116666
2559,62.44,clear-day,0.14,9.93,Clear,62.44,1030.27,9.49,0.01,1460836800,49,0.0,13.08,0.0,0.8790500000000001
2560,62.58,clear-day,0.15,10.0,Clear,62.58,1030.02,10.35,0.0,1460840400,41,0.0,13.71,0.0,0.7190833329999999
2561,61.72,clear-day,0.15,10.0,Clear,61.72,1030.11,9.71,0.0,1460844000,42,0.0,13.57,0.0,0.475433334
2562,58.78,clear-day,0.19,10.0,Clear,58.78,1030.22,5.91,0.0,1460847600,68,0.0,16.71,0.0,6.934
2563,52.64,clear-night,0.28,10.0,Clear,52.64,1030.42,3.7,0.02,1460851200,86,0.0,20.06,0.0,0.7343666659999999
2564,48.19,clear-night,0.38,10.0,Clear,47.01,1031.22,3.7,0.02,1460854800,101,0.0,23.66,0.0,3.873466666
2565,44.54,clear-night,0.47,10.0,Clear,44.54,1031.6,1.65,0.02,1460858400,98,0.0,25.37,0.0,0.7146499989999999
2566,41.13,clear-night,0.54,10.0,Clear,41.13,1031.53,1.91,0.02,1460862000,3,0.0,25.92,0.0,1.673466666
2567,38.46,clear-night,0.62,10.0,Clear,38.46,1031.45,1.61,0.02,1460865600,3,0.0,26.7,0.0,2.786916667
2568,36.05,clear-night,0.69,10.0,Clear,36.05,1031.54,2.88,0.02,1460869200,24,0.0,26.8,0.0,1.311066667
2569,34.0,clear-night,0.74,10.0,Clear,34.0,1031.42,2.88,0.02,1460872800,24,0.0,26.51,0.0,0.7978
2570,32.84,clear-night,0.75,10.0,Clear,28.73,1031.14,4.3,0.02,1460876400,3,0.0,25.8,0.0,0.88225
2571,32.01,clear-night,0.79,10.0,Clear,27.93,1030.97,4.14,0.0,1460880000,340,0.0,26.23,0.0,3.917783333
2572,31.27,clear-night,0.79,10.0,Clear,26.15,1031.14,5.08,0.0,1460883600,6,0.0,25.55,0.0,1.296983333
2573,31.18,clear-night,0.79,10.0,Clear,28.04,1031.49,3.25,0.0,1460887200,346,0.0,25.6,0.0,3.7437166669999997
2574,32.57,clear-day,0.79,9.95,Clear,28.53,1031.94,4.2,0.0,1460890800,1,0.0,26.86,0.0,0.93165
2575,39.75,clear-day,0.63,10.0,Clear,37.16,1032.02,3.86,0.0,1460894400,7,0.0,28.07,0.0,0.73085
2576,47.72,clear-day,0.43,10.0,Clear,45.25,1031.77,5.49,0.02,1460898000,16,0.0,26.48,0.0,0.660150001
2577,53.07,clear-day,0.33,10.0,Clear,53.07,1031.37,4.17,0.02,1460901600,5,0.0,24.49,0.0,1.508883334
2578,57.85,clear-day,0.27,10.0,Clear,57.85,1030.77,5.29,0.02,1460905200,45,0.0,23.82,0.0,2.5662
2579,61.82,clear-day,0.22,10.0,Clear,61.82,1029.69,1.89,0.02,1460908800,274,0.0,22.72,0.0,3.4047999989999997
2580,65.08,clear-day,0.19,10.0,Clear,65.08,1028.53,5.93,0.02,1460912400,34,0.0,22.35,0.0,1.2355333329999998
2581,68.17,clear-day,0.18,10.0,Clear,68.17,1027.67,3.4,0.02,1460916000,344,0.0,23.53,0.0,3.912166667
2582,69.89,clear-day,0.19,10.0,Clear,69.89,1026.67,2.11,0.02,1460919600,291,0.0,25.49,0.0,0.560550001
2583,71.05,clear-day,0.19,10.0,Clear,71.05,1025.68,0.83,0.02,1460923200,295,0.0,26.26,0.0,0.276683334
2584,72.11,clear-day,0.19,10.0,Clear,72.11,1025.06,1.15,0.02,1460926800,250,0.0,27.66,0.0,0.29761666600000003
2585,72.07,clear-day,0.2,10.0,Clear,72.07,1024.64,0.71,0.02,1460930400,199,0.0,28.34,0.0,3.1358833340000003
2586,69.36,clear-day,0.24,10.0,Clear,69.36,1024.35,3.88,0.02,1460934000,184,0.0,30.88,0.0,1.024533333
2587,61.28,clear-night,0.36,10.0,Clear,61.28,1024.55,3.7,0.02,1460937600,195,0.0,34.05,0.0,1.6324166670000002
2588,55.43,clear-night,0.48,10.0,Clear,55.43,1024.69,5.42,0.02,1460941200,166,0.0,36.09,0.0,1.4001166669999998
2589,51.51,clear-night,0.52,9.96,Clear,51.51,1024.94,7.33,0.02,1460944800,189,0.0,34.7,0.0,0.7615000009999999
2590,49.04,clear-night,0.56,10.0,Clear,48.5,1024.8,3.09,0.02,1460948400,189,0.0,33.88,0.0,0.5237166670000001
2591,46.59,clear-night,0.61,10.0,Clear,46.59,1024.75,2.96,0.02,1460952000,201,0.0,33.79,0.0,0.310416667
2592,45.12,clear-night,0.64,10.0,Clear,45.12,1024.63,1.44,0.02,1460955600,235,0.0,33.75,0.0,6.5749
2593,42.22,clear-night,0.69,10.0,Clear,42.22,1024.1,1.67,0.02,1460959200,296,0.0,32.7,0.0,2.8495166660000004
2594,40.36,clear-night,0.74,10.0,Clear,40.36,1023.6,2.34,0.02,1460962800,330,0.0,32.73,0.0,0.7577166670000001
2595,38.73,clear-night,0.77,10.0,Clear,38.73,1023.57,2.89,0.02,1460966400,18,0.0,32.18,0.0,0.688633334
2596,37.76,clear-night,0.8,10.0,Clear,37.76,1023.64,1.98,0.02,1460970000,358,0.0,32.06,0.0,0.605
2597,37.21,clear-night,0.81,9.8,Clear,35.13,1023.89,3.06,0.02,1460973600,344,0.0,31.94,0.0,2.101816667
2598,38.61,clear-day,0.81,9.8,Clear,38.61,1024.23,2.26,0.0,1460977200,10,0.0,33.15,0.0,0.6565833329999999
2599,46.83,clear-day,0.65,9.85,Clear,45.89,1024.21,3.2,0.03,1460980800,11,0.0,35.82,0.0,3.234233333
2600,56.12,clear-day,0.44,9.95,Clear,56.12,1024.08,4.57,0.0,1460984400,31,0.0,34.73,0.0,6.389483334
2601,64.24,clear-day,0.31,10.0,Clear,64.24,1023.61,5.21,0.02,1460988000,44,0.0,32.65,0.0,0.6957666659999999
2602,69.7,clear-day,0.23,10.0,Clear,69.7,1023.21,5.98,0.02,1460991600,25,0.0,30.61,0.0,1.2508
2603,72.48,clear-day,0.22,10.0,Clear,72.48,1022.65,5.89,0.09,1460995200,5,0.0,30.93,0.0,1.479316667
2604,73.82,clear-day,0.21,10.0,Clear,73.82,1021.68,2.9,0.06,1460998800,49,0.0,31.14,0.0,0.900766666
2605,74.94,clear-day,0.2,10.0,Clear,74.94,1020.96,1.4,0.08,1461002400,213,0.0,31.37,0.0,0.177516667
2606,75.19,clear-day,0.21,10.0,Clear,75.19,1020.28,4.35,0.05,1461006000,116,0.0,32.64,0.0,3.521583333
2607,74.57,clear-day,0.21,10.0,Clear,74.57,1019.43,3.47,0.05,1461009600,128,0.0,32.49,0.0,0.7007
2608,73.75,clear-day,0.23,10.0,Clear,73.75,1018.85,3.07,0.11,1461013200,172,0.0,33.19,0.0,0.7133166670000001
2609,71.54,clear-day,0.25,10.0,Clear,71.54,1018.73,5.09,0.14,1461016800,141,0.0,33.59,0.0,0.8008
2610,68.22,clear-day,0.28,10.0,Clear,68.22,1018.8,5.56,0.14,1461020400,162,0.0,33.57,0.0,0.69265
2611,62.57,clear-night,0.34,10.0,Clear,62.57,1018.95,7.32,0.06,1461024000,153,0.0,33.54,0.0,0.35960000000000003
2612,58.82,clear-night,0.38,10.0,Clear,58.82,1019.21,5.16,0.07,1461027600,152,0.0,33.05,0.0,0.69305
2613,55.87,clear-night,0.41,10.0,Clear,55.87,1018.91,4.72,0.09,1461031200,152,0.0,32.48,0.0,0.269666667
2614,53.21,clear-night,0.44,10.0,Clear,53.21,1018.31,5.02,0.1,1461034800,159,0.0,32.14,0.0,0.25065
2615,51.86,partly-cloudy-night,0.47,10.0,Partly Cloudy,51.86,1017.92,4.37,0.25,1461038400,150,0.0,32.23,0.0,0.876833333
2616,51.25,clear-night,0.49,10.0,Clear,51.25,1017.25,4.41,0.22,1461042000,156,0.0,32.65,0.0,0.24233333300000004
2617,50.34,partly-cloudy-night,0.5,10.0,Mostly Cloudy,50.34,1016.18,3.18,0.75,1461045600,167,0.0,32.65,0.0,0.426616667
2618,49.9,partly-cloudy-night,0.53,10.0,Partly Cloudy,49.06,1014.79,3.6,0.31,1461049200,168,0.0,33.31,0.0,0.4302333330000001
2619,49.16,partly-cloudy-night,0.56,10.0,Partly Cloudy,49.16,1014.31,2.67,0.31,1461052800,183,0.0,34.35,0.0,0.367466667
2622,46.67,partly-cloudy-day,0.72,10.0,Partly Cloudy,44.29,1015.14,5.03,0.31,1461063600,353,0.0,38.31,0.0,0.960583333
2623,48.31,clear-day,0.68,10.0,Clear,45.12,1015.82,7.07,0.18,1461067200,5,0.0,38.15,0.0,0.32403333399999995
2624,49.98,clear-day,0.65,10.0,Clear,46.29,1016.1,9.19,0.2,1461070800,16,0.0,38.61,0.0,0.845800001
2625,51.11,clear-day,0.64,9.89,Clear,51.11,1016.71,12.38,0.0,1461074400,351,0.0,39.28,0.0,0.8782000000000001
2627,53.99,partly-cloudy-day,0.53,10.0,Partly Cloudy,53.99,1017.09,13.95,0.31,1461081600,358,0.0,37.16,0.0,0.170816666
2628,55.93,clear-day,0.47,10.0,Clear,55.93,1016.75,13.79,0.13,1461085200,1,0.0,35.75,0.0,0.8261000000000001
2629,58.58,clear-day,0.4,10.0,Clear,58.58,1016.14,13.77,0.17,1461088800,4,0.0,34.04,0.0,1.17505
2630,60.81,clear-day,0.31,10.0,Clear,60.81,1015.71,13.47,0.19,1461092400,345,0.0,29.96,0.0,5.6724999989999985
2631,60.94,clear-day,0.24,10.0,Clear,60.94,1015.62,18.43,0.18,1461096000,352,0.0,24.16,0.0,0.9104666659999999
2632,61.23,clear-day,0.23,9.95,Clear,61.23,1015.82,16.67,0.16,1461099600,340,0.0,23.09,0.0,0.8445499999999999
2633,60.04,clear-day,0.21,10.0,Clear,60.04,1016.25,14.99,0.06,1461103200,345,0.0,20.41,0.0,0.390833334
2634,58.04,clear-day,0.22,10.0,Clear,58.04,1016.83,14.5,0.02,1461106800,350,0.0,19.57,0.0,0.794916666
2635,55.2,clear-night,0.25,10.0,Clear,55.2,1017.73,8.69,0.02,1461110400,345,0.0,19.99,0.0,1.826799999
2636,52.54,clear-night,0.29,10.0,Clear,52.54,1018.56,6.71,0.02,1461114000,335,0.0,20.85,0.0,0.8082333329999999
2637,50.31,clear-night,0.33,10.0,Clear,50.31,1019.07,6.86,0.0,1461117600,327,0.0,22.62,0.0,0.428933333
2638,47.49,clear-night,0.39,10.0,Clear,44.36,1019.37,6.61,0.0,1461121200,327,0.0,23.95,0.0,0.8889833330000001
2639,46.34,clear-night,0.43,10.0,Clear,43.37,1019.65,5.91,0.02,1461124800,326,0.0,24.97,0.0,0.924283333
2640,44.97,clear-night,0.47,10.0,Clear,41.47,1019.77,6.36,0.0,1461128400,326,0.0,25.91,0.0,0.7120166669999999
2641,43.81,clear-night,0.51,10.0,Clear,40.43,1019.83,5.78,0.01,1461132000,318,0.0,26.64,0.0,0.684483334
2642,42.8,clear-night,0.52,10.0,Clear,38.97,1020.02,6.19,0.06,1461135600,329,0.0,26.45,0.0,1.184266667
2643,42.57,clear-night,0.51,10.0,Clear,38.96,1020.64,5.77,0.09,1461139200,335,0.0,25.89,0.0,0.5463833340000002
2644,41.62,clear-night,0.52,10.0,Clear,37.51,1021.19,6.29,0.0,1461142800,341,0.0,25.14,0.0,1.067900001
2645,41.6,clear-night,0.47,10.0,Clear,37.55,1021.99,6.18,0.02,1461146400,350,0.0,23.08,0.0,3.014466666
2646,43.15,clear-day,0.43,10.0,Clear,38.14,1023.11,8.61,0.02,1461150000,352,0.0,21.92,0.0,10.390616666
2647,45.45,clear-day,0.34,10.0,Clear,39.41,1023.9,12.9,0.02,1461153600,355,0.0,18.95,0.0,4.495133333
2648,47.36,clear-day,0.28,10.0,Clear,41.81,1024.54,12.99,0.03,1461157200,357,0.0,16.03,0.0,5.467033333
2649,49.2,clear-day,0.25,10.0,Clear,43.91,1024.99,13.83,0.02,1461160800,15,0.0,14.74,0.0,0.178116667
2650,50.9,clear-day,0.24,10.0,Clear,50.9,1025.09,12.66,0.02,1461164400,15,0.0,15.23,0.0,10.215216666
2651,52.82,clear-day,0.22,10.0,Clear,52.82,1024.93,10.41,0.0,1461168000,22,0.0,14.9,0.0,3.6566166669999998
2652,54.99,clear-day,0.2,10.0,Clear,54.99,1024.37,9.32,0.02,1461171600,16,0.0,14.29,0.0,0.7930666670000001
2653,57.42,clear-day,0.18,10.0,Clear,57.42,1023.9,9.91,0.02,1461175200,355,0.0,14.03,0.0,0.691166666
2654,59.23,clear-day,0.16,10.0,Clear,59.23,1023.15,7.23,0.02,1461178800,352,0.0,13.53,0.0,2.860516667
2655,60.71,clear-day,0.15,10.0,Clear,60.71,1022.39,7.93,0.02,1461182400,354,0.0,13.23,0.0,0.69195
2656,61.4,clear-day,0.14,10.0,Clear,61.4,1021.98,5.3,0.02,1461186000,356,0.0,12.35,0.0,0.16943333300000002
2657,61.43,clear-day,0.14,10.0,Clear,61.43,1022.04,4.63,0.02,1461189600,330,0.0,11.82,0.0,2.35835
2658,59.21,clear-day,0.17,10.0,Clear,59.21,1022.06,1.39,0.02,1461193200,238,0.0,15.0,0.0,0.7784166659999999
2659,52.69,clear-night,0.28,10.0,Clear,52.69,1022.47,5.46,0.0,1461196800,178,0.0,20.59,0.0,3.483483334
2660,46.85,clear-night,0.42,10.0,Clear,46.85,1022.85,2.55,0.0,1461200400,203,0.0,25.0,0.0,0.5598
2661,44.67,clear-night,0.49,10.0,Clear,41.21,1023.09,6.18,0.0,1461204000,192,0.0,26.45,0.0,0.456766667
2662,42.23,clear-night,0.55,10.0,Clear,38.94,1023.15,5.2,0.0,1461207600,197,0.0,27.19,0.0,3.70375
2663,40.12,clear-night,0.62,10.0,Clear,35.9,1023.07,5.99,0.0,1461211200,193,0.0,28.27,0.0,0.774266667
2664,38.62,clear-night,0.67,10.0,Clear,35.82,1022.88,3.9,0.0,1461214800,197,0.0,28.57,0.0,0.6198666660000001
2665,36.11,clear-night,0.74,10.0,Clear,36.11,1022.73,2.96,0.02,1461218400,212,0.0,28.61,0.0,1.2488
2666,34.97,clear-night,0.76,10.0,Clear,30.73,1022.24,4.8,0.02,1461222000,228,0.0,28.21,0.0,0.603166667
2667,33.65,clear-night,0.82,10.0,Clear,30.01,1022.0,3.97,0.02,1461225600,251,0.0,28.64,0.0,0.957883334
2668,33.01,clear-night,0.82,10.0,Clear,28.59,1021.82,4.64,0.02,1461229200,250,0.0,28.21,0.0,3.9402833339999996
2669,31.94,clear-night,0.84,10.0,Clear,26.49,1021.67,5.59,0.03,1461232800,292,0.0,27.6,0.0,1.2928833329999998
2670,34.96,clear-day,0.82,9.96,Clear,34.96,1021.65,1.69,0.02,1461236400,283,0.0,29.96,0.0,1.3134
2671,42.03,clear-day,0.65,10.0,Clear,42.03,1021.51,2.61,0.05,1461240000,221,0.0,31.28,0.0,5.41265
2672,48.89,clear-day,0.52,10.0,Clear,47.24,1021.0,4.49,0.01,1461243600,258,0.0,31.89,0.0,3.5548333339999996
2673,55.46,clear-day,0.4,10.0,Clear,55.46,1020.22,3.13,0.0,1461247200,209,0.0,31.26,0.0,1.153666667
2674,62.19,clear-day,0.3,9.9,Clear,62.19,1019.2,5.43,0.0,1461250800,193,0.0,30.36,0.0,1.7185500009999999
2675,67.07,clear-day,0.24,10.0,Clear,67.07,1018.23,5.24,0.0,1461254400,197,0.0,29.24,0.0,0.807883334
2676,71.14,clear-day,0.19,10.0,Clear,71.14,1016.83,5.45,0.01,1461258000,218,0.0,26.94,0.0,0.539766666
2677,73.33,clear-day,0.16,10.0,Clear,73.33,1015.74,9.34,0.1,1461261600,224,0.0,24.35,0.0,6.1749666670000005
2678,74.67,clear-day,0.15,10.0,Clear,74.67,1014.78,10.32,0.01,1461265200,223,0.0,24.23,0.0,0.8087833329999999
2679,74.89,clear-day,0.16,10.0,Clear,74.89,1013.91,11.04,0.03,1461268800,212,0.0,26.24,0.0,0.289333334
2680,74.89,clear-day,0.18,10.0,Clear,74.89,1013.33,12.47,0.0,1461272400,203,0.0,28.55,0.0,5.2725
2681,73.24,clear-day,0.21,10.0,Clear,73.24,1013.17,10.24,0.0,1461276000,201,0.0,31.02,0.0,0.75725
2682,69.09,clear-day,0.27,10.0,Clear,69.09,1013.17,8.16,0.01,1461279600,195,0.0,33.36,0.0,0.8015500000000001
2683,64.1,clear-night,0.34,10.0,Clear,64.1,1013.64,8.64,0.02,1461283200,191,0.0,35.41,0.0,0.38918333299999996
2684,61.47,clear-night,0.39,10.0,Clear,61.47,1014.29,6.86,0.02,1461286800,201,0.0,36.45,0.0,0.7832666669999999
2685,58.49,clear-night,0.45,10.0,Clear,58.49,1014.37,5.54,0.0,1461290400,189,0.0,37.23,0.0,0.16905
2686,56.38,clear-night,0.51,10.0,Clear,56.38,1014.12,4.57,0.08,1461294000,192,0.0,38.34,0.0,0.6272
2687,55.75,clear-night,0.54,10.0,Clear,55.75,1014.2,3.86,0.13,1461297600,182,0.0,39.27,0.0,0.565083333
2688,56.01,clear-night,0.56,10.0,Clear,56.01,1014.09,3.65,0.2,1461301200,171,0.0,40.52,0.0,0.7654333329999999
2689,55.6,partly-cloudy-night,0.59,10.0,Partly Cloudy,55.6,1013.89,2.37,0.45,1461304800,238,0.0,41.46,0.0,0.273616667
2690,54.93,clear-night,0.62,10.0,Clear,54.93,1013.57,1.63,0.23,1461308400,159,0.0,42.0,0.0,0.70365
2691,53.95,partly-cloudy-night,0.67,10.0,Partly Cloudy,53.95,1013.82,0.85,0.31,1461312000,304,0.0,43.4,0.0,4.873933333
2692,53.62,partly-cloudy-night,0.7,10.0,Partly Cloudy,53.62,1013.55,1.94,0.27,1461315600,77,0.0,44.1,0.0,0.909116666
2693,52.6,clear-night,0.73,10.0,Clear,52.6,1013.26,0.87,0.2,1461319200,249,0.0,44.3,0.0,3.5361166660000003
2694,53.9,partly-cloudy-day,0.72,9.78,Partly Cloudy,53.9,1013.74,2.04,0.27,1461322800,269,0.0,44.99,0.0,2.102383333
